gene	correlation_coef	P
CCP110	0.648600588432896	2.36722533005386e-10
CCPG1	NA	NA
CCRN4L	NA	NA
CCS	0.183471734874356	0.217031620644096
CCSAP	0.292290755894107	0.110578730437345
CCSER2	0.098927791897134	0.41867047188558
CCT2	0.337428687090139	0.00269059721730795
CCT3	0.689872631800144	3.93968694102027e-12
CCT4	0.378517748736836	0.000883071605535157
CCT5	0.0761504667052205	0.52195748800792
CCT6A	0.46618483163195	1.92859696241132e-05
CCT6B	NA	NA
CCT7	0.590276042862452	3.88094754075375e-08
CCT8	0.393951824076282	0.000470569201040808
CCZ1B	0.36951789724603	0.000941803903626255
CD109	0.640145768899983	0.000428138491503475
CD14	NA	NA
CD151	NA	NA
CD163	0.696347984543721	4.01825775343496e-12
CD177	NA	NA
CD180	NA	NA
CD1A	NA	NA
CD2	NA	NA
CD200	NA	NA
CD207	NA	NA
CD209	NA	NA
CD244	NA	NA
CD247	NA	NA
CD248	0.581405771245514	2.48096766215186e-07
CD27	NA	NA
CD276	NA	NA
CD2AP	0.511623317033652	1.98045270945031e-06
CD2BP2	0.247170855570551	0.0337448312071351
CD300A	NA	NA
CD320	NA	NA
CD33	NA	NA
CD34	0.24961835548331	0.333933114355347
CD36	NA	NA
CD38	NA	NA
CD3D	NA	NA
CD3E	0.137937177951462	0.66901068213484
CD3EAP	0.680463115222172	9.93034163283381e-12
CD3G	NA	NA
CD4	NA	NA
CD40	NA	NA
CD44	0.739860247726999	1.50940260745789e-14
CD46	NA	NA
CD47	0.348915176651252	0.102726746115978
CD48	NA	NA
CD5	0.647067418536419	3.06860590430035e-08
CD53	NA	NA
CD55	NA	NA
CD58	NA	NA
CD59	0.865096414665516	1.00993614359121e-11
CD5L	0.582571529999086	0.036679650422738
CD6	NA	NA
CD63	NA	NA
CD68	NA	NA
CD74	0.762014805407984	4.89195482096586e-15
CD79A	NA	NA
CD81	0.869496111241361	5.81538667731502e-06
CD82	NA	NA
CD84	NA	NA
CD8A	NA	NA
CD9	0.805907437563778	1.52244187175456e-08
CD93	0.798247428106038	0.000210023469357072
CD97	0.524243176657066	0.00122688051529808
CD99	0.179200492766245	0.146782723923072
CD99L2	0.0450998361775207	0.776713850391662
CDA	NA	NA
CDAN1	0.317892415517769	0.00690217433337558
CDC123	0.437540678656419	0.0325001305636102
CDC14A	0.677364348120309	0.000384404115982933
CDC16	0.298615417248492	0.00834060154629103
CDC20	0.698693590335274	1.92537245658338e-10
CDC20B	NA	NA
CDC23	0.0726370973123768	0.530139747049964
CDC25B	0.218664797678052	0.34095386158823
CDC25C	0.735609787120814	9.00803992285893e-13
CDC26	0.12359787563155	0.284196369909615
CDC27	0.152648655989372	0.188028068705187
CDC34	NA	NA
CDC37	0.27034068262346	0.0174120988602954
CDC37L1	0.206080573346331	0.0721570418551747
CDC40	0.656420767670606	3.84531988704376e-10
CDC42	0.395259426762693	0.00257020739558206
CDC42BPA	0.695250235926522	2.28627217929397e-12
CDC42BPB	0.576937781609803	3.97532180777742e-08
CDC42BPG	0.735383232143425	2.61371969229984e-14
CDC42EP1	0.805415646443057	1.04023061972672e-18
CDC42EP2	0.285896428259854	0.012901178279213
CDC42EP3	0.471049888332111	5.03190073336723e-05
CDC42EP4	0.616376956744236	2.40500983070852e-09
CDC42EP5	NA	NA
CDC42SE1	NA	NA
CDC42SE2	NA	NA
CDC45	NA	NA
CDC5L	0.30035503140782	0.00795255133448996
CDC7	NA	NA
CDC73	0.0988211700431977	0.440973323641941
CDCA2	0.792849278208573	2.13168699214513e-15
CDCA3	0.305630695851987	0.0260464736020927
CDCA5	0.625464290647538	7.07762307399146e-08
CDCA7L	0.358888939729712	0.0269158566536728
CDCA8	0.699558607834621	1.6153658993369e-11
CDCP1	0.20448084799177	0.326852889303855
CDH1	0.61240203750884	4.13855231213145e-07
CDH11	0.574099952761606	8.90816862741357e-08
CDH13	NA	NA
CDH2	NA	NA
CDH3	0.371078781346064	0.412498699348131
CDH5	NA	NA
CDH6	NA	NA
CDIPT	NA	NA
CDK1	0.693560469673261	2.71608120620632e-12
CDK10	NA	NA
CDK11A	0.290012213410947	0.012816146754255
CDK11B	-0.0649117550947752	0.574883552962858
CDK12	0.865010761400537	3.6377317452999e-24
CDK13	0.547741199855304	2.52802016128907e-07
CDK14	0.466568067104724	2.45177756313076e-05
CDK16	0.415792223745514	0.000169461124347688
CDK17	0.522632739385832	1.08427520979905e-06
CDK18	0.559058267152926	7.22796254131892e-07
CDK19	-0.0492753423331135	0.815058806209907
CDK2	0.429372452249172	9.7530969221991e-05
CDK2AP1	NA	NA
CDK2AP2	NA	NA
CDK4	0.38355861249491	0.0530758790449368
CDK5	-0.0213495535532365	0.897354006929928
CDK5RAP1	NA	NA
CDK5RAP2	0.514182307512255	1.72491776901281e-06
CDK5RAP3	0.278088946898826	0.279806710501885
CDK6	NA	NA
CDK7	0.249901311601903	0.0283858170555774
CDK8	NA	NA
CDK9	0.256164389553194	0.0287035151243655
CDKAL1	0.384581712871403	0.00287604816553343
CDKL5	-0.0688670079335222	0.649278246813155
CDKN1A	NA	NA
CDKN1B	0.713273426848863	2.96228756971405e-12
CDKN1C	NA	NA
CDKN2A	NA	NA
CDKN2AIP	0.29073719589717	0.0139054578313988
CDKN2AIPNL	NA	NA
CDKN2B	NA	NA
CDKN2C	NA	NA
CDNF	NA	NA
CDON	NA	NA
CDPF1	NA	NA
CDR2	0.535591311874052	5.18998383959138e-07
CDR2L	0.751163359017327	3.58517277457978e-15
CDS2	0.670062389302089	1.65115152965275e-10
CDT1	0.503605736813867	0.0199401698512113
CDV3	0.708511697196547	5.67087622832127e-13
CDYL	0.494230037978791	4.91950096100845e-06
CDYL2	NA	NA
CEACAM1	NA	NA
CEACAM5	NA	NA
CEACAM6	NA	NA
CEACAM8	NA	NA
CEBPA	NA	NA
CEBPB	0.818951923308979	8.58985012863284e-19
CEBPD	NA	NA
CEBPG	NA	NA
CEBPZ	0.787322274791852	8.89978412958995e-17
CECR1	NA	NA
CECR2	0.65852110165414	0.0104428274307104
CECR5	0.625067605297268	0.0718622381865952
CEL	NA	NA
CELF1	0.542249616877416	4.20575922632307e-07
CELF2	NA	NA
CELSR1	0.712315155645304	3.74755243005887e-13
CELSR2	0.623463686889144	4.76057342713296e-07
CEMIP	NA	NA
CENPB	0.402426668915083	0.00037883143563947
CENPC	0.621597124361493	1.61085942325948e-09
CENPE	-0.0854821084848606	0.505329750143601
CENPF	0.813291928293847	2.5764957096336e-19
CENPH	0.524075127796238	0.00420268161052365
CENPI	0.482698211387197	0.0363244955019918
CENPK	NA	NA
CENPL	0.653067654784335	0.00243223148245467
CENPM	NA	NA
CENPN	0.167658683976122	0.359036492052287
CENPO	0.390781257256178	0.0980703872783074
CENPP	NA	NA
CENPQ	NA	NA
CENPT	0.353110263393007	0.027454014689179
MLF1IP	0.442787363357208	0.000110325806284544
CENPV	0.690098920498255	1.56718156364474e-07
CEP104	0.245995798662917	0.269793552634966
CEP112	0.29861209904322	0.0371477169187257
CEP120	0.448190258071153	0.000600287862663466
CEP128	0.162234324488074	0.158636139406258
AZI1	0.762766531841655	7.55105217669202e-16
CEP135	0.393689569129878	0.000396651420677089
CEP152	-0.107336854080576	0.431049095581317
CEP164	-0.0339053708471566	0.798774745904051
CEP170	0.861957125704068	7.94206402409133e-24
CEP170B	0.80627566875647	8.95982944935964e-19
CEP19	NA	NA
CEP192	0.484930422504715	7.84284409348122e-06
CEP250	0.637362488751392	1.74440972620853e-09
CEP290	0.446313205538032	0.00344554929848203
CEP350	0.626829087140293	1.06991956901217e-09
CEP41	0.494126763388079	4.94541950341648e-06
CEP44	NA	NA
CEP55	0.476069908336666	2.07118886856733e-05
CEP57	0.312891480225789	0.0066418902544792
CEP63	0.0952164396774477	0.543612097322701
CEP68	0.239737986162101	0.0357276621142642
CEP70	NA	NA
CEP76	0.388859749972991	0.000878417883028801
CEP78	0.318162075571328	0.00645728756668862
CEP83	NA	NA
CEP85	0.289567496571283	0.0158072927949629
CEP89	0.104387649959408	0.415537609441377
CEP95	0.153562915879531	0.249780130873766
CEP97	0.573430786369645	5.01213813196383e-08
CEPT1	NA	NA
CERCAM	NA	NA
CERS2	NA	NA
CERS4	0.664223073092511	2.93995606049597e-09
CERS6	NA	NA
CES1	0.94847751961772	7.3691264362728e-08
CES2	NA	NA
CES3	NA	NA
CETN2	0.526225749601602	8.86642238652614e-07
CETN3	0.909188252431199	0.000266327313346089
CETP	NA	NA
CFB	0.73655865833657	5.01713978293006e-14
CFD	0.627891170932065	4.14174212290798e-05
CFDP1	0.160944253567277	0.162018597485075
CFH	0.766971059744547	6.5889734417801e-16
CFHR1	0.461684217680881	0.0153419712136026
CFHR2	NA	NA
CFHR3	NA	NA
CFHR4	NA	NA
CFHR5	NA	NA
CFI	0.647919610899644	7.15240442545623e-09
CFL1	0.605233930147851	5.52324911477447e-09
CFL2	NA	NA
CFLAR	NA	NA
CFP	NA	NA
CGA	NA	NA
CGGBP1	0.440925494412636	0.00630437790846165
CGN	0.860245072663448	1.22047267996434e-23
CGNL1	0.77414043604812	6.03750842268286e-16
CGREF1	NA	NA
CHAC2	NA	NA
CHAD	NA	NA
CHADL	NA	NA
CHAF1A	0.703748637097454	9.43931610738057e-13
CHAF1B	0.795953012723927	2.35749848034826e-17
CHAMP1	0.665497581174494	4.03510326553995e-11
CHCHD1	NA	NA
CHCHD2	0.328907958669723	0.0382390512857264
CHCHD3	0.215072440345985	0.0603221911760526
CHCHD4	0.900997283664776	0.00091146895744393
CHCHD5	NA	NA
CHCHD6	0.309517268040559	0.00615905148282356
CHCHD7	NA	NA
CHD1	0.706824246565052	6.80066444836736e-13
CHD1L	0.515535979369061	4.94572020281685e-06
CHD2	0.552537073278226	3.32422470095028e-07
CHD3	0.839411317556489	1.50113602956577e-21
CHD4	0.768241319953761	3.50984513440388e-16
CHD6	0.0586438485099698	0.622132936394787
CHD7	0.557697642542737	2.01727425599807e-07
CHD8	0.655515765645101	9.84086660649704e-11
CHD9	0.0820332975126272	0.509286732475008
CHDH	NA	NA
CHEK1	0.541658518288291	0.011207802804875
CHEK2	0.663605589897183	1.16695619750249e-10
CHERP	0.303281670642175	0.00733538064099749
CHFR	0.261768968545851	0.0433440945381046
CHGA	0.139702114504311	0.5683956305588
CHGB	0.652764561659013	1.25089538183445e-10
CHI3L1	NA	NA
CHI3L2	NA	NA
CHID1	-0.0288417549663364	0.956749363511709
CHIT1	NA	NA
CHKA	NA	NA
CHKB	0.287276038204169	0.14624382780674
CHL1	NA	NA
CHM	0.742987728686041	0.00879537201008273
CHML	NA	NA
CHMP1A	0.268242092377071	0.0237127206811812
CHMP1B	0.326107956304423	0.0842660496441658
CHMP2A	0.0550011410414372	0.634716535313726
CHMP2B	0.383486293159287	0.000576027011112188
CHMP3	0.32416580301615	0.00581770837204112
CHMP4A	0.578856985504133	6.57703448668466e-08
CHMP4B	0.0596319792618924	0.613776615719659
CHMP4C	0.690504354573482	0.000133188323733677
CHMP5	0.232807058949533	0.0415951253329566
CHMP6	0.381021459990932	0.000629230088925468
CHMP7	0.603839848397566	6.1149540613772e-09
CHN1	-0.477367177446165	0.231618282335898
CHN2	NA	NA
CHORDC1	0.5643285015334	9.03336778531807e-08
CHP1	0.548371086932883	2.43359092653285e-07
CHPF	NA	NA
CHPF2	0.0267199378041444	0.871726718949382
CHPT1	NA	NA
CHRAC1	NA	NA
CHRD	NA	NA
CHRDL1	0.844218055284666	0.0345117622179756
CHRM2	NA	NA
CHST1	NA	NA
CHST11	NA	NA
CHST14	NA	NA
CHST15	NA	NA
CHSY1	NA	NA
CHSY3	NA	NA
CHTF18	0.718857359907185	1.80899633043961e-13
CHTF8	NA	NA
CHTOP	NA	NA
CHUK	NA	NA
CHURC1.FNTB	NA	NA
CIAO1	0.0891024540118862	0.742796677090467
CIAPIN1	0.478433773303284	1.07772218405511e-05
CIB1	0.651771622518967	0.00847019859906349
CIC	0.519022581341066	1.32416869344117e-06
CILP	0.825762303434465	1.93781590742815e-08
CILP2	NA	NA
CINP	-0.0638785641292538	0.795016450598868
CIR1	0.56321090304204	9.69913302433367e-08
CIRBP	0.729318850518423	5.40383794683279e-14
CIRH1A	NA	NA
CISD1	0.729849297241214	0.0398427456015384
CISD2	0.347419068911332	0.0599569626295485
CISD3	NA	NA
CIT	0.468608279308856	1.72188181135989e-05
CITED2	NA	NA
CITED4	NA	NA
CIZ1	0.551970999667565	1.95481384677571e-07
CKAP2	0.414195401520945	0.013373901635141
CKAP2L	NA	NA
CKAP4	0.693207253355824	2.81524998335369e-12
CKAP5	0.295513693187141	0.0090737971286561
CKB	0.856082548216666	3.38896086135504e-23
CKM	0.635132040686312	0.0906298574585877
CKMT1A	0.859684230332484	2.20510569488464e-17
CKMT2	0.98580941232618	0.0141905876738199
CKS1B	0.729277281230459	2.64365019936719e-11
CKS2	NA	NA
CLASP1	0.627914117190086	9.81932596398843e-10
CLASP2	0.734924838977679	2.76313907852685e-14
CLASRP	0.156063400934172	0.184242689000947
CLC	0.901462792135541	2.44221857584895e-08
CLCA2	NA	NA
CLCC1	0.627105603385702	4.93785138267539e-08
CLCN2	0.197102848026468	0.355925609994294
CLCN3	NA	NA
CLCN7	0.305946333558581	0.0068104870590525
CLDN3	0.679819694612186	7.06917344043282e-11
CLDN7	NA	NA
CLDND1	NA	NA
CLEC11A	NA	NA
CLEC14A	NA	NA
CLEC16A	0.623443825996311	1.39543560540992e-09
CLEC3A	0.931686734205568	1.61968795299865e-16
CLEC3B	0.754653202418391	4.38005143832251e-11
CLGN	0.729844350306401	3.17471069163368e-06
CLIC1	0.539936352391012	4.02585813088622e-07
CLIC2	-0.0368315830488898	0.867493043316189
CLIC3	NA	NA
CLIC4	0.673275969670479	9.20129796084424e-11
CLIC5	NA	NA
CLIC6	0.936084286262646	9.13692856859238e-36
CLINT1	0.44144743684801	5.84923465683222e-05
CLIP1	0.712207834916142	3.79195862805188e-13
CLIP2	0.684446011358558	6.74281494172214e-12
CLIP4	0.710963169337106	0.00436415787636459
CLK1	0.0631029992272519	0.714648166115975
CLK2	0.173251919880405	0.189436246578968
CLK3	0.481010698524049	9.50805188588823e-06
CLK4	0.539717731978257	0.00443095302226924
CLMN	0.901286774570102	5.75660466252316e-29
CLN3	0.440640421860025	0.000239256054196811
CLN5	NA	NA
CLN6	0.425432165654076	0.00968963081809186
CLNS1A	0.834958919478629	3.84210684515139e-21
CLOCK	0.246272914053373	0.0497996556042538
CLP1	-0.26847722373092	0.297444248102489
CLPB	0.518991905925142	0.02278840887789
CLPP	0.731998961182044	3.19674464234906e-05
CLPTM1	NA	NA
CLPTM1L	NA	NA
CLPX	0.147073602634517	0.399173547935162
CLSPN	-0.0363545160538795	0.802087702817416
CLSTN1	0.318711946596346	0.485993696625857
CLSTN2	NA	NA
CLSTN3	NA	NA
CLTA	0.240442733538591	0.0351718643446684
CLTB	0.536021604676458	0.000147689637970255
CLTC	0.462840314425663	2.25208083819918e-05
CLTCL1	NA	NA
CLU	0.850892633991294	1.15870947524635e-22
CLUAP1	NA	NA
CLUH	0.70836450035825	9.87599702337438e-12
CLVS2	NA	NA
CLYBL	NA	NA
CMA1	NA	NA
CMAS	0.538632999173502	0.0173415640234936
CMBL	0.927852511586429	3.17465275891594e-25
CMC1	NA	NA
CMC2	NA	NA
CMC4	NA	NA
CMIP	0.315129000524567	0.00701294611094616
CMPK1	0.48114911509198	3.7625314918365e-05
CMPK2	0.918428115345835	3.5610860642859e-06
CMSS1	NA	NA
CMTM4	0.68400558212402	4.48818810350998e-09
CMTR1	0.527485419115634	8.25793400386992e-07
CMTR2	NA	NA
CNBP	0.373738029530332	0.000813667236419627
CNDP1	NA	NA
CNDP2	0.653876631687505	1.1356271024667e-10
CNIH4	NA	NA
CNKSR1	0.708659201275081	5.58118894456923e-13
CNKSR3	0.690715575451806	1.08158125008761e-07
CNN1	0.871201947089439	8.02922102159354e-21
CNN2	0.744772925669836	8.15607493743681e-15
CNN3	0.776263651864867	1.09889478279241e-16
CNNM3	0.337776359850878	0.0164396464892547
CNNM4	0.513916270083403	7.38170412866968e-06
CNOT1	0.239296048960702	0.0400344332769277
CNOT10	0.2719258729672	0.077731695212981
CNOT11	NA	NA
CNOT2	0.157495641007898	0.171322006040236
CNOT3	0.160214064534845	0.16395657542676
CNOT4	0.604598683467945	5.78576987257636e-09
CNOT6	NA	NA
CNOT6L	0.29298651556188	0.0665433639677125
CNOT7	0.941379817081105	0.000481714072895682
CNOT8	0.330704251093844	0.106381332391616
CNP	0.616137741773365	2.44915802344741e-09
CNPY2	0.134809136099424	0.242427124539048
CNPY3	-0.232558369014571	0.0763141857202276
CNPY4	0.287048721236984	0.0159823048585063
CNRIP1	NA	NA
CNST	0.339038413685635	0.0105851124111522
CNTFR	NA	NA
CNTLN	-0.0771116015048815	0.664679003540696
CNTN1	NA	NA
CNTRL	0.12390933872265	0.303235257637644
CNTROB	-0.0714930554931259	0.536654910302144
COA1	NA	NA
COA3	NA	NA
COA4	0.536538575385894	0.0479226019115627
COA5	NA	NA
COA6	0.171521168252758	0.40213661994372
COA7	0.543757939495482	0.0444398333956656
COASY	0.774481214213868	1.42821606696688e-16
COBL	0.813795017116904	2.3515088418122e-19
COBLL1	0.855309131390194	4.08267813506782e-23
COCH	NA	NA
COG1	0.462582525107101	9.20967361157066e-05
COG2	0.582459561605293	0.0141495521729969
COG3	0.492093350531862	5.48258315922222e-06
COG4	0.520807106487805	1.99037693471147e-05
COG5	0.519593300577356	6.61466613737362e-06
COG6	0.0987754463942004	0.760054339865654
COG7	0.30309342330063	0.0572842300221986
COG8	NA	NA
COIL	0.729470874951854	5.30760051096013e-14
COL10A1	NA	NA
COL11A1	0.621078656574574	0.00156269741897556
COL11A2	NA	NA
COL12A1	0.803299865742061	4.5551475915297e-13
COL14A1	0.961934728815613	5.30722827861751e-44
COL15A1	0.410318724815615	0.185222656205167
COL16A1	NA	NA
COL17A1	0.685268926868443	2.87860157557135e-06
COL18A1	0.6082717041085	0.000464075607521827
COL1A1	0.708946371467698	5.41047570303275e-13
COL1A2	0.67244389637393	8.55470396381648e-10
COL22A1	NA	NA
COL28A1	NA	NA
COL2A1	NA	NA
COL3A1	0.56893393971415	3.38760049036051e-07
COL4A1	0.198413545223364	0.445221727808456
COL4A2	NA	NA
COL4A3BP	0.384676495618207	0.000551835136196579
COL4A5	NA	NA
COL5A1	0.631862359161767	0.00212145233646945
COL5A2	NA	NA
COL5A3	NA	NA
COL6A1	0.700959728659268	5.02539384935252e-12
COL6A2	0.544963391782392	3.22623209408916e-06
COL6A3	0.782067409015351	4.60194949505626e-17
COL6A6	NA	NA
COL7A1	NA	NA
COL8A1	NA	NA
COL9A1	NA	NA
COL9A2	NA	NA
COLEC11	NA	NA
COLEC12	NA	NA
COLGALT1	0.34721608161243	0.00399260634011033
COMMD1	NA	NA
COMMD10	0.179292712567302	0.302743111247873
COMMD2	-0.0457395457263917	0.914357891663889
COMMD3	NA	NA
COMMD3.BMI1	0.485632208770952	6.3086485930827e-05
COMMD4	NA	NA
COMMD5	NA	NA
COMMD6	NA	NA
COMMD7	0.778493175478393	0.0681637635219167
COMMD8	NA	NA
COMMD9	NA	NA
COMP	0.898196959003355	1.08794254257223e-26
COMT	0.638847187279957	6.95754128932345e-06
COMTD1	NA	NA
COPA	0.457559067767959	2.86748500410702e-05
COPB1	0.335367078298729	0.00349001158350001
COPB2	0.605522567695117	5.4077538311204e-09
COPE	0.740186697400122	1.44953068294235e-14
COPG1	0.67582589802448	1.54676264738253e-11
COPG2	0.637880659822351	2.8535713422935e-05
COPRS	0.485686899270854	1.15256868620529e-05
COPS2	0.28492846783261	0.0406233041648789
COPS3	0.264593549986339	0.0467029005278094
COPS4	0.475562138812713	0.000319745446229756
COPS5	0.364502313295957	0.00140903978663017
COPS6	0.637776458714492	0.0190157838735003
COPS7A	0.175715621615524	0.278121512518497
COPS7B	0.158096760808795	0.283171867126542
COPS8	0.208443236230072	0.164483901904632
COPZ1	0.197030896017672	0.279755004055317
COPZ2	NA	NA
COQ10A	NA	NA
COQ10B	NA	NA
COQ3	NA	NA
COQ4	NA	NA
COQ5	NA	NA
COQ6	NA	NA
COQ7	NA	NA
COQ9	0.52045779790842	0.0387483481486588
CORO1A	0.761542042351226	1.95152016018882e-14
CORO1B	0.509548476601684	0.000157202198868332
CORO1C	0.7126351680972	1.34298279620372e-11
CORO2A	NA	NA
CORO2B	NA	NA
CORO7	0.617470671619913	2.21265064373377e-09
COTL1	0.792752279564794	3.57156446706071e-15
COX1	NA	NA
COX11	NA	NA
COX15	NA	NA
COX17	0.7844152214997	1.549541612685e-15
COX18	NA	NA
COX19	NA	NA
COX2	NA	NA
COX20	NA	NA
MT.CO3	NA	NA
COX4I1	0.578059382586546	3.96945883443042e-05
COX5A	0.326735847068504	0.00422224722214696
COX5B	0.61414838072787	1.9470430020852e-05
COX6A1	NA	NA
COX6B1	0.34798455381205	0.0322837988145467
COX6C	NA	NA
COX7A1	NA	NA
COX7A2	0.809538586166642	1.53319741350161e-05
COX7A2L	NA	NA
COX7B	NA	NA
COX7C	NA	NA
COX8A	NA	NA
CP	0.61384260453611	7.70160842400437e-09
CPA3	NA	NA
CPA4	NA	NA
CPB1	0.776293020840209	9.5481951744971e-10
CPB2	0.622791392571927	0.0025655182558763
CPD	0.831659505519566	4.51275193038583e-20
CPE	NA	NA
CPEB2	0.487447507274688	6.92201698817165e-06
CPEB4	0.506965721968267	2.53933668966821e-06
CPLX1	NA	NA
CPM	NA	NA
CPN1	NA	NA
CPN2	NA	NA
CPNE1	0.712732878137773	3.57942426481183e-13
CPNE2	0.558243337817734	0.0246170254015976
CPNE3	0.822655383565321	4.48937432586691e-20
CPNE5	NA	NA
CPNE7	NA	NA
CPNE8	NA	NA
CPOX	0.767971214968542	0.000826931616389829
CPPED1	0.745276274334047	1.63057388363549e-12
CPQ	NA	NA
CPS1	NA	NA
CPSF1	0.343586500689817	0.00272527157553275
CPSF2	0.276936502255927	0.107276617604756
CPSF3	0.546464767703212	3.34736790103003e-05
CPSF3L	NA	NA
CPSF4	0.289826173202866	0.010565617525802
CPSF6	0.381684587163015	0.000614492921503439
CPSF7	0.617743075665294	9.53581095725008e-09
CPT1A	NA	NA
CPT2	0.789042163291256	2.12665412018802e-05
CPVL	0.710267462260211	0.000146342461082233
CPXM1	NA	NA
CPXM2	-0.658358260071126	0.0276304766578589
CPZ	NA	NA
CR1	NA	NA
CR2	NA	NA
CRABP1	0.917633909664462	6.82715950307842e-23
CRABP2	0.933123457112084	3.70651599841351e-34
CRADD	NA	NA
CRAMP1L	0.212752339122493	0.108842274978705
CRAT	0.802508968576682	2.42171374334032e-12
CRBN	NA	NA
CRCP	NA	NA
CREB1	0.592172194978785	1.40645875765099e-08
CREB3L2	0.228648181379424	0.394341224216356
CREB3L4	0.669331843685209	1.25433548118939e-08
CREBBP	0.416809743732049	0.000162721061914432
CREG1	NA	NA
CRELD1	NA	NA
CRELD2	0.325736700377488	0.0142922431519008
CREM	-0.0810226625633077	0.757224326038996
CRIM1	NA	NA
CRIP1	0.865685715623421	3.05323972690144e-24
CRIP2	0.847801551666103	2.35746659776709e-22
CRIPT	NA	NA
CRISP3	0.243388777401096	0.401755537087519
CRISPLD1	NA	NA
CRISPLD2	NA	NA
CRK	0.557301054532203	1.40659023643654e-07
CRKL	0.663023672647003	5.04869961410646e-11
CRLF1	NA	NA
CRLF3	0.643431912079727	0.00532432975466675
CRMP1	0.749714434695226	2.36019012648135e-12
CRNKL1	0.710483243513476	0.00961007124917152
CRNN	NA	NA
CROCC	0.805623211088328	1.00348896441414e-18
CROT	NA	NA
CRP	NA	NA
CRTAC1	NA	NA
CRTAP	NA	NA
CRTC1	0.51137250462325	2.0073293495548e-06
CRTC2	0.21790870668252	0.0569346746904594
CRTC3	0.516140073834138	1.55073482737031e-06
CRY1	-0.148690261809547	0.611935137916667
CRY2	NA	NA
CRYAB	0.81368328355937	2.39977384336789e-19
CRYBB1	NA	NA
CRYBG3	0.778997376723989	7.31679668813593e-17
CRYL1	NA	NA
CRYM	0.998971076805567	0.00102892319443302
CRYZ	0.702074959293014	5.79933458014773e-10
CRYZL1	0.0894825270989578	0.793600462899534
CS	0.409634289959709	0.000352658276808485
CSAD	NA	NA
CSDE1	0.416782535314639	0.00022088425895045
CSE1L	0.403945211297149	0.00113038014714066
CSF1	NA	NA
CSF1R	NA	NA
CSF2RA	NA	NA
CSGALNACT1	NA	NA
CSK	0.0832686488565927	0.759156276272374
CSN1S1	0.434913124139407	0.0183847391529558
CSN2	0.697238699873811	5.57481434991408e-11
CSN3	NA	NA
CSNK1A1	0.326811070569508	0.00952656718774119
CSNK1D	0.168094402576251	0.143928566558569
CSNK1E	0.503987158115662	7.43889073475721e-06
CSNK1G1	NA	NA
CSNK1G3	0.268700195564506	0.0318022289730458
CSNK2A1	0.381069227140485	0.0166912346207999
CSNK2A2	0.0785669011282624	0.669072879010046
CSNK2B	0.235642756683297	0.0391045171148735
CSPG4	NA	NA
CSPP1	0.493635318589102	2.53457416045382e-05
CSRP1	0.866260020382582	2.62850930370606e-24
CSRP2	0.801515438489644	9.46138469249169e-13
CSRP2BP	NA	NA
CSRP3	NA	NA
CST1	NA	NA
CST3	0.482660102753659	1.33038569440306e-05
CST4	NA	NA
CST5	NA	NA
CST6	NA	NA
CSTA	NA	NA
CSTB	0.729796877683428	1.66533615504485e-12
CSTF1	0.844074296130134	0.016922783314644
CSTF2	0.427398411383133	0.000105840970799768
CSTF2T	0.348201738335242	0.00292374354197525
CSTF3	0.545417674442161	0.0826759014574946
CT45A2	NA	NA
CTAGE5	0.536576445142203	4.90108004874317e-07
CTBP1	0.348760257800528	0.0219012866358037
CTBP2	0.779458561233468	6.8277089144898e-17
CTBS	0.796523578127714	0.00111866300979563
CTC1	NA	NA
CTCF	0.23159094384114	0.156015822035958
CTDP1	0.533598434400537	5.82431213292203e-07
CTDSP1	NA	NA
CTDSPL	NA	NA
CTDSPL2	0.389752965071939	0.000780154493611977
CTF1	0.218211479690134	0.341980756949651
CTGF	NA	NA
CTH	NA	NA
CTHRC1	0.764377101048185	0.0100338139236508
CTIF	0.505627743309366	2.72545558174632e-06
CTNNA1	0.870076497215981	9.54175184953613e-25
CTNNA2	NA	NA
CTNNAL1	0.335669260841372	0.0087431357909611
CTNNB1	0.734872327950914	2.78077176105443e-14
CTNNBIP1	0.852746619980976	0.00712682487052259
CTNNBL1	0.12962569078153	0.271005357865785
CTNND1	0.770699670185759	2.47121429314122e-16
CTNND2	0.719742580978618	4.64801158980795e-12
CTPS1	0.809383505225421	5.1916118166375e-19
CTPS2	0.738293866887056	1.83140454820845e-14
CTR9	0.55018329281438	2.18017949104631e-07
CTSA	0.473579740377927	0.0349256968355426
CTSB	0.648393783769257	7.36466827131679e-10
CTSC	0.721686744029189	3.24311381655754e-08
CTSD	0.886865433818399	7.30626374693658e-27
CTSF	NA	NA
CTSG	0.610772516689656	0.00920420767708724
CTSH	0.927094815279951	1.43392803758945e-05
CTSK	0.481203869259941	0.081501544703908
CTSL	NA	NA
CTSO	NA	NA
CTSS	NA	NA
CTSV	NA	NA
CTSW	NA	NA
CTSZ	0.817000638872737	2.00108875071667e-07
CTTN	0.731267866877907	4.28796356142487e-14
CTTNBP2	0.624192029415773	3.65350610088136e-05
CTTNBP2NL	0.64726511498692	2.00594863303852e-10
CTU1	0.370770193483919	0.0815632741179616
CTU2	0.242867753006487	0.037070516393436
CUEDC1	0.698313531109606	7.8247492317759e-10
CUEDC2	NA	NA
CUL1	-0.0266094565036083	0.820723733700111
CUL2	-0.0189922317566034	0.948618329690005
CUL3	0.592581046458336	1.36676434180926e-08
